country,id,monetary,units,date,New_id,Last_Purchase_date
IN,3464946,959.94,1,3/4/2019,IN3464946,11/2/2020
IN,3473274,1199.22,1,2/11/2019,IN3473274,11/9/2020
IN,3473274,1199.22,1,2/25/2019,IN3473274,11/9/2020
IN,3473274,1199.46,1,3/4/2019,IN3473274,11/9/2020
IN,3474858,1919.94,2,3/4/2019,IN3474858,2/10/2020
IN,3476124,1199.46,1,3/4/2019,IN3476124,3/9/2020
IN,3481776,3194.4,1,2/25/2019,IN3481776,8/31/2020
IN,3481776,3597.72,3,2/11/2019,IN3481776,8/31/2020
IN,3482568,572.34,1,2/11/2019,IN3482568,1/20/2020
IN,3482856,572.34,1,2/25/2019,IN3482856,11/16/2020
IN,3482856,959.94,1,2/25/2019,IN3482856,11/16/2020
IN,3482856,562.26,1,2/11/2019,IN3482856,11/16/2020
IN,3482856,14390.82,12,2/18/2019,IN3482856,11/16/2020
IN,3482856,1199.22,1,2/25/2019,IN3482856,11/16/2020
IN,3484560,1199.22,1,2/25/2019,IN3484560,11/9/2020
IN,3488622,1199.22,1,2/11/2019,IN3488622,11/23/2020
IN,3490566,1903.92,1,3/4/2019,IN3490566,11/2/2020
IN,3503208,3175.02,1,2/11/2019,IN3503208,7/6/2020
IN,3504666,1919.94,2,2/18/2019,IN3504666,8/31/2020
IN,3504666,8394.66,7,2/11/2019,IN3504666,8/31/2020
IN,3509064,1892.82,1,2/11/2019,IN3509064,11/30/2020
IN,3509064,259.74,1,2/18/2019,IN3509064,11/30/2020
IN,3509064,751.86,10,2/18/2019,IN3509064,11/30/2020
IN,3509346,4775.22,5,2/18/2019,IN3509346,2/3/2020
IN,3519972,4796.94,4,2/11/2019,IN3519972,11/16/2020
IN,3519972,1199.22,1,2/18/2019,IN3519972,11/16/2020
IN,3521238,3807.84,2,3/4/2019,IN3521238,8/10/2020
IN,3521934,959.94,1,2/11/2019,IN3521934,2/11/2019
IN,3524178,4799.76,5,3/4/2019,IN3524178,7/20/2020
IN,3525954,3785.64,2,2/25/2019,IN3525954,11/23/2020
IN,3527028,1199.22,1,2/11/2019,IN3527028,10/19/2020
IN,3532008,959.94,1,2/4/2019,IN3532008,11/30/2020
IN,3532008,1199.22,1,2/18/2019,IN3532008,11/30/2020
IN,3532008,1199.22,1,2/25/2019,IN3532008,11/30/2020
IN,3535680,1199.22,1,2/11/2019,IN3535680,12/9/2019
IN,3535680,1199.22,1,2/25/2019,IN3535680,12/9/2019
IN,3537300,959.94,1,2/11/2019,IN3537300,11/30/2020
IN,3537300,1919.94,2,2/25/2019,IN3537300,11/30/2020
IN,3537300,2398.44,2,2/11/2019,IN3537300,11/30/2020
IN,3542934,1199.22,1,2/11/2019,IN3542934,10/19/2020
IN,3549264,1192.44,1,2/18/2019,IN3549264,9/21/2020
IN,3557280,1199.22,1,2/11/2019,IN3557280,2/11/2019
IN,3564900,4798.02,4,3/4/2019,IN3564900,11/16/2020
IN,3567006,959.94,1,2/25/2019,IN3567006,5/25/2020
IN,3568440,1199.22,1,2/11/2019,IN3568440,11/2/2020
IN,3576306,5996.16,5,2/18/2019,IN3576306,2/18/2019
IN,3583110,1199.46,1,3/4/2019,IN3583110,10/19/2020
IN,3583446,1199.46,1,3/4/2019,IN3583446,8/24/2020
IN,3585810,959.94,1,2/11/2019,IN3585810,10/5/2020
IN,3596820,1199.22,1,2/18/2019,IN3596820,3/23/2020
IN,3597162,3839.82,4,2/25/2019,IN3597162,11/30/2020
IN,3597162,1199.22,1,2/18/2019,IN3597162,11/30/2020
IN,3597552,1199.46,1,3/4/2019,IN3597552,9/16/2019
IN,3598716,2398.44,2,2/25/2019,IN3598716,10/28/2019
IN,3598716,2398.98,2,3/4/2019,IN3598716,10/28/2019
IN,3602376,13191.6,11,2/4/2019,IN3602376,10/26/2020
IN,3613836,10793.1,9,2/18/2019,IN3613836,11/16/2020
IN,3616254,2996.34,1,2/18/2019,IN3616254,9/14/2020
IN,3616254,959.94,1,2/18/2019,IN3616254,9/14/2020
IN,3629586,1903.5,1,2/4/2019,IN3629586,2/4/2019
IN,3630420,1199.46,1,3/4/2019,IN3630420,9/28/2020
IN,3640092,1199.46,1,3/4/2019,IN3640092,9/21/2020
IN,3642252,6388.8,2,2/25/2019,IN3642252,7/20/2020
IN,3642252,1199.22,1,2/18/2019,IN3642252,7/20/2020
IN,3642252,3597.72,3,2/25/2019,IN3642252,7/20/2020
IN,3642252,1199.46,1,3/4/2019,IN3642252,7/20/2020
IN,3652710,959.94,1,2/25/2019,IN3652710,11/23/2020
IN,3652710,959.94,1,3/4/2019,IN3652710,11/23/2020
IN,3652710,1199.46,1,3/4/2019,IN3652710,11/23/2020
IN,3655884,1199.22,1,2/18/2019,IN3655884,10/19/2020
IN,3664086,3597.72,3,2/18/2019,IN3664086,11/9/2020
IN,3664086,2398.44,2,2/25/2019,IN3664086,11/9/2020
IN,3665418,363.06,1,2/25/2019,IN3665418,6/1/2020
IN,3666798,3195.06,1,3/4/2019,IN3666798,11/16/2020
IN,3677520,1199.22,1,2/25/2019,IN3677520,9/14/2020
IN,3678018,2398.44,2,2/11/2019,IN3678018,9/14/2020
IN,3679512,1919.94,2,2/11/2019,IN3679512,5/20/2019
IN,3679512,1919.94,2,2/18/2019,IN3679512,5/20/2019
IN,3683424,572.34,1,2/25/2019,IN3683424,2/25/2019
IN,3693450,959.94,1,2/25/2019,IN3693450,11/16/2020
IN,3693450,2398.44,2,2/25/2019,IN3693450,11/16/2020
IN,3693732,959.94,1,2/11/2019,IN3693732,8/10/2020
IN,3697674,1199.22,1,2/4/2019,IN3697674,10/19/2020
IN,3698028,-572.34,-1,2/18/2019,IN3698028,2/18/2019
IN,3698028,572.34,1,2/18/2019,IN3698028,2/18/2019
IN,3705390,1199.22,1,2/11/2019,IN3705390,7/13/2020
IN,3705390,1199.22,1,2/25/2019,IN3705390,7/13/2020
IN,3723522,959.94,1,2/18/2019,IN3723522,10/12/2020
IN,3728298,572.34,1,2/18/2019,IN3728298,7/29/2019
IN,3730326,1199.22,1,2/18/2019,IN3730326,7/6/2020
IN,3730326,1199.22,1,2/25/2019,IN3730326,7/6/2020
IN,3731568,3597.72,3,2/11/2019,IN3731568,8/12/2019
IN,3731568,5996.16,5,2/18/2019,IN3731568,8/12/2019
IN,3731568,5997.18,5,3/4/2019,IN3731568,8/12/2019
IN,3733434,1199.22,1,2/11/2019,IN3733434,8/10/2020
IN,3734868,2398.44,2,2/25/2019,IN3734868,6/22/2020
IN,3736530,4799.76,5,2/18/2019,IN3736530,11/16/2020
IN,3738366,2398.44,2,2/18/2019,IN3738366,6/29/2020
IN,3752556,363.06,1,3/4/2019,IN3752556,11/30/2020
IN,3752556,572.34,1,2/18/2019,IN3752556,11/30/2020
IN,3752556,2398.44,2,2/25/2019,IN3752556,11/30/2020
IN,3752706,1199.22,1,2/11/2019,IN3752706,8/31/2020
IN,3755532,2398.44,2,2/11/2019,IN3755532,11/9/2020
IN,3755532,1199.22,1,2/25/2019,IN3755532,11/9/2020
IN,3755862,959.94,1,2/25/2019,IN3755862,5/11/2020
IN,3765546,1192.32,1,2/11/2019,IN3765546,11/30/2020
IN,3769548,959.94,1,2/25/2019,IN3769548,12/2/2019
IN,3769548,4797.84,4,3/4/2019,IN3769548,12/2/2019
IN,3780666,363.06,1,2/18/2019,IN3780666,11/23/2020
IN,3780666,1199.22,1,2/11/2019,IN3780666,11/23/2020
IN,3781098,5996.16,5,2/11/2019,IN3781098,11/16/2020
IN,3781098,2398.44,2,2/25/2019,IN3781098,11/16/2020
IN,3781098,4797.84,4,3/4/2019,IN3781098,11/16/2020
IN,3782592,360.24,1,2/11/2019,IN3782592,11/30/2020
IN,3782592,360.24,1,2/18/2019,IN3782592,11/30/2020
IN,3782592,360.24,1,2/25/2019,IN3782592,11/30/2020
IN,3782592,1080.72,3,3/4/2019,IN3782592,11/30/2020
IN,3782592,360.24,1,2/25/2019,IN3782592,11/30/2020
IN,3782592,567.66,1,2/25/2019,IN3782592,11/30/2020
IN,3782592,6812.4,12,2/4/2019,IN3782592,11/30/2020
IN,3782592,567.66,1,2/11/2019,IN3782592,11/30/2020
IN,3782592,1703.04,3,2/25/2019,IN3782592,11/30/2020
IN,3782592,610.44,1,2/25/2019,IN3782592,11/30/2020
IN,3782592,610.44,1,2/18/2019,IN3782592,11/30/2020
IN,3782592,610.44,1,2/25/2019,IN3782592,11/30/2020
IN,3782592,258.78,1,2/25/2019,IN3782592,11/30/2020
IN,3782592,258.78,1,2/11/2019,IN3782592,11/30/2020
IN,3782592,258.78,1,2/18/2019,IN3782592,11/30/2020
IN,3782592,515.7,2,3/4/2019,IN3782592,11/30/2020
IN,3782592,-5946.96,-5,2/18/2019,IN3782592,11/30/2020
IN,3782592,1189.38,1,2/4/2019,IN3782592,11/30/2020
IN,3782592,2378.76,2,2/11/2019,IN3782592,11/30/2020
IN,3782592,3568.2,3,2/18/2019,IN3782592,11/30/2020
IN,3782592,3568.2,3,2/25/2019,IN3782592,11/30/2020
IN,3782592,39241.14,33,3/4/2019,IN3782592,11/30/2020
IN,3782592,1189.38,1,2/4/2019,IN3782592,11/30/2020
IN,3782592,5946.96,5,2/11/2019,IN3782592,11/30/2020
IN,3782592,1189.38,1,2/18/2019,IN3782592,11/30/2020
IN,3782592,4757.58,4,2/25/2019,IN3782592,11/30/2020
IN,3782592,5945.64,5,3/4/2019,IN3782592,11/30/2020
IN,3790374,2862,3,2/11/2019,IN3790374,5/13/2019
IN,3790374,3816.06,4,2/18/2019,IN3790374,5/13/2019
IN,3790374,10494.12,11,2/25/2019,IN3790374,5/13/2019
IN,3790374,3816.96,4,3/4/2019,IN3790374,5/13/2019
IN,3796020,3598.32,3,3/4/2019,IN3796020,10/12/2020
IN,3798210,1199.22,1,2/18/2019,IN3798210,3/30/2020
IN,3798444,1199.22,1,2/11/2019,IN3798444,10/12/2020
IN,3803430,1910.16,2,2/11/2019,IN3803430,11/16/2020
IN,3803430,5962.26,5,2/11/2019,IN3803430,11/16/2020
IN,3803430,1192.44,1,2/25/2019,IN3803430,11/16/2020
IN,3803436,261.12,1,2/11/2019,IN3803436,11/30/2020
IN,3807540,3194.4,1,2/18/2019,IN3807540,11/16/2020
IN,3807540,1199.22,1,2/11/2019,IN3807540,11/16/2020
IN,3807540,2398.44,2,2/18/2019,IN3807540,11/16/2020
IN,3807540,2398.98,2,3/4/2019,IN3807540,11/16/2020
IN,3807738,1903.5,1,2/11/2019,IN3807738,11/23/2020
IN,3807738,7614.12,4,2/18/2019,IN3807738,11/23/2020
IN,3807738,7195.38,6,2/11/2019,IN3807738,11/23/2020
IN,3807738,3597.72,3,2/25/2019,IN3807738,11/23/2020
IN,3807738,1199.46,1,3/4/2019,IN3807738,11/23/2020
IN,3809532,726.18,2,3/4/2019,IN3809532,11/16/2020
IN,3809532,1199.22,1,2/11/2019,IN3809532,11/16/2020
IN,3815586,1199.22,1,2/11/2019,IN3815586,11/23/2020
IN,3815586,1199.22,1,2/18/2019,IN3815586,11/23/2020
IN,3815586,2398.44,2,2/25/2019,IN3815586,11/23/2020
IN,3815586,2398.86,2,3/4/2019,IN3815586,11/23/2020
IN,3816564,1199.22,1,2/18/2019,IN3816564,11/30/2020
IN,3818628,1199.22,1,2/18/2019,IN3818628,11/23/2020
IN,3824466,959.94,1,3/4/2019,IN3824466,10/19/2020
IN,3825804,2385,2,2/18/2019,IN3825804,10/12/2020
IN,3825804,3577.44,3,2/25/2019,IN3825804,10/12/2020
IN,3826626,1919.94,2,2/11/2019,IN3826626,11/23/2020
IN,3839358,1199.22,1,2/25/2019,IN3839358,8/24/2020
IN,3849138,562.26,1,2/25/2019,IN3849138,11/18/2019
IN,3858696,363.06,1,3/4/2019,IN3858696,11/30/2020
IN,3858696,572.34,1,2/11/2019,IN3858696,11/30/2020
IN,3858696,1199.22,1,2/11/2019,IN3858696,11/30/2020
IN,3863244,261.12,1,2/25/2019,IN3863244,11/2/2020
IN,3865038,1192.44,1,2/18/2019,IN3865038,11/16/2020
IN,3865038,1192.68,1,3/4/2019,IN3865038,11/16/2020
IN,3865620,1199.22,1,2/18/2019,IN3865620,11/9/2020
IN,3874404,1199.46,1,3/4/2019,IN3874404,11/16/2020
IN,3877686,572.34,1,2/18/2019,IN3877686,11/2/2020
IN,3877686,2398.44,2,2/11/2019,IN3877686,11/2/2020
IN,3879912,261.12,1,2/4/2019,IN3879912,11/9/2020
IN,3879912,261.12,1,2/18/2019,IN3879912,11/9/2020
IN,3879912,522.3,2,2/25/2019,IN3879912,11/9/2020
IN,3884754,1199.22,1,2/11/2019,IN3884754,3/16/2020
IN,3885846,11994.3,10,3/4/2019,IN3885846,11/30/2020
IN,3885900,3597.72,3,2/11/2019,IN3885900,8/10/2020
IN,3885900,1199.22,1,2/18/2019,IN3885900,8/10/2020
IN,3891192,1199.22,1,2/4/2019,IN3891192,2/4/2019
IN,3896184,1199.22,1,2/4/2019,IN3896184,11/23/2020
IN,3896184,1199.22,1,2/11/2019,IN3896184,11/23/2020
IN,3896184,2398.44,2,2/18/2019,IN3896184,11/23/2020
IN,3896184,1199.22,1,2/25/2019,IN3896184,11/23/2020
IN,3896184,1199.46,1,3/4/2019,IN3896184,11/23/2020
IN,3897096,955.08,1,2/18/2019,IN3897096,2/17/2020
IN,3897096,-1064.16,-2,2/11/2019,IN3897096,2/17/2020
IN,3897096,1192.44,1,2/11/2019,IN3897096,2/17/2020
IN,3897096,1192.44,1,2/18/2019,IN3897096,2/17/2020
IN,3897096,1192.68,1,3/4/2019,IN3897096,2/17/2020
IN,3903600,572.34,1,2/18/2019,IN3903600,5/25/2020
IN,3905622,363.06,1,2/11/2019,IN3905622,4/15/2019
IN,3911610,1199.22,1,2/11/2019,IN3911610,11/23/2020
IN,3916152,959.94,1,3/4/2019,IN3916152,9/7/2020
IN,3920394,3195.06,1,3/4/2019,IN3920394,11/16/2020
IN,3920394,2398.44,2,2/25/2019,IN3920394,11/16/2020
IN,3920394,2398.86,2,3/4/2019,IN3920394,11/16/2020
IN,3923142,1199.22,1,2/11/2019,IN3923142,9/14/2020
IN,3924090,954,1,2/18/2019,IN3924090,9/7/2020
IN,3924090,954.48,1,3/4/2019,IN3924090,9/7/2020
IN,3924090,1191.96,1,3/4/2019,IN3924090,9/7/2020
IN,3926118,4796.94,4,2/11/2019,IN3926118,11/23/2020
IN,3926118,4796.94,4,2/18/2019,IN3926118,11/23/2020
IN,3926118,1199.22,1,2/25/2019,IN3926118,11/23/2020
IN,3926118,1199.46,1,3/4/2019,IN3926118,11/23/2020
IN,3927648,1903.5,1,2/18/2019,IN3927648,7/6/2020
IN,3927648,3807.84,2,3/4/2019,IN3927648,7/6/2020
IN,3930738,261.12,1,2/18/2019,IN3930738,11/30/2020
IN,3930744,9593.88,8,2/11/2019,IN3930744,11/30/2020
IN,3930744,2398.44,2,2/18/2019,IN3930744,11/30/2020
IN,3930744,2398.98,2,3/4/2019,IN3930744,11/30/2020
IN,3961020,2398.86,2,3/4/2019,IN3961020,8/24/2020
IN,3961260,2865.18,3,2/11/2019,IN3961260,11/16/2020
IN,3961260,955.08,1,2/25/2019,IN3961260,11/16/2020
IN,3965454,569.28,1,3/4/2019,IN3965454,11/23/2020
IN,3965454,9539.46,8,2/11/2019,IN3965454,11/23/2020
IN,3971430,1903.5,1,2/25/2019,IN3971430,11/9/2020
IN,3971430,1144.74,2,2/18/2019,IN3971430,11/9/2020
IN,3971430,2398.44,2,2/4/2019,IN3971430,11/9/2020
IN,3971430,5996.16,5,2/11/2019,IN3971430,11/9/2020
IN,3971430,17988.48,15,2/18/2019,IN3971430,11/9/2020
IN,3971430,1199.22,1,2/25/2019,IN3971430,11/9/2020
IN,4003608,1199.46,1,3/4/2019,IN4003608,10/7/2019
IN,4005108,572.34,1,2/25/2019,IN4005108,10/26/2020
IN,4005414,2398.44,2,2/11/2019,IN4005414,11/2/2020
IN,4009836,955.08,1,2/11/2019,IN4009836,11/2/2020
IN,4010448,2398.44,2,2/25/2019,IN4010448,11/2/2020
IN,4011066,562.26,1,2/25/2019,IN4011066,11/16/2020
IN,4012614,1191.96,1,2/18/2019,IN4012614,11/16/2020
IN,4016304,5962.14,5,2/11/2019,IN4016304,11/2/2020
IN,4016304,2384.88,2,2/25/2019,IN4016304,11/2/2020
IN,4016304,3578.1,3,3/4/2019,IN4016304,11/2/2020
IN,4017750,1199.22,1,2/25/2019,IN4017750,3/2/2020
IN,4021290,1144.74,2,2/11/2019,IN4021290,2/11/2019
IN,4021692,2398.98,2,3/4/2019,IN4021692,6/15/2020
IN,4023858,1903.5,1,2/25/2019,IN4023858,7/29/2019
IN,4023858,3597.72,3,2/11/2019,IN4023858,7/29/2019
IN,4024182,1903.5,1,2/25/2019,IN4024182,11/9/2020
IN,4024182,1199.22,1,2/11/2019,IN4024182,11/9/2020
IN,4025004,1919.94,2,2/18/2019,IN4025004,12/16/2019
IN,4025346,955.08,1,2/25/2019,IN4025346,6/22/2020
IN,4025730,1919.94,2,3/4/2019,IN4025730,2/10/2020
IN,4026060,1893.18,1,3/4/2019,IN4026060,11/30/2020
IN,4026060,2384.88,2,2/11/2019,IN4026060,11/30/2020
IN,4026060,1192.44,1,2/18/2019,IN4026060,11/30/2020
IN,4026060,1192.44,1,2/25/2019,IN4026060,11/30/2020
IN,4026156,1192.44,1,2/11/2019,IN4026156,4/20/2020
IN,4033854,1199.22,1,2/18/2019,IN4033854,9/28/2020
IN,4041588,1199.22,1,2/25/2019,IN4041588,7/29/2019
IN,4042770,2398.44,2,2/25/2019,IN4042770,1/13/2020
IN,4047504,1199.22,1,2/25/2019,IN4047504,11/16/2020
IN,4049226,1199.22,1,2/25/2019,IN4049226,8/31/2020
IN,4051398,3577.26,3,2/11/2019,IN4051398,11/23/2020
IN,4051398,2384.88,2,2/25/2019,IN4051398,11/23/2020
IN,4051398,3578.1,3,3/4/2019,IN4051398,11/23/2020
IN,4054524,1199.22,1,2/11/2019,IN4054524,3/23/2020
IN,4054524,1199.22,1,2/18/2019,IN4054524,3/23/2020
IN,4054896,954,1,2/11/2019,IN4054896,2/11/2019
IN,4058100,261.12,1,2/4/2019,IN4058100,11/16/2020
IN,4060938,959.94,1,3/4/2019,IN4060938,10/19/2020
IN,4068882,1903.44,1,2/11/2019,IN4068882,2/11/2019
IN,4068882,1199.16,1,2/11/2019,IN4068882,2/11/2019
IN,4069764,1199.22,1,2/11/2019,IN4069764,11/23/2020
IN,4069764,2398.44,2,2/18/2019,IN4069764,11/23/2020
IN,4069764,2398.44,2,2/25/2019,IN4069764,11/23/2020
IN,4087620,1199.22,1,2/18/2019,IN4087620,5/20/2019
IN,4087620,1199.22,1,2/11/2019,IN4087620,5/20/2019
IN,4101762,2865.06,3,2/11/2019,IN4101762,4/29/2019
IN,4101762,955.08,1,2/18/2019,IN4101762,4/29/2019
IN,4101762,955.08,1,2/25/2019,IN4101762,4/29/2019
IN,4101762,1192.44,1,2/25/2019,IN4101762,4/29/2019
IN,4101762,1192.68,1,3/4/2019,IN4101762,4/29/2019
IN,4113360,1903.5,1,2/18/2019,IN4113360,2/18/2019
IN,4115070,959.94,1,2/11/2019,IN4115070,11/23/2020
IN,4116582,-1770.72,-1,3/4/2019,IN4116582,1/27/2020
IN,4116582,1199.22,1,2/11/2019,IN4116582,1/27/2020
IN,4128786,363.06,1,2/25/2019,IN4128786,11/30/2020
IN,4128786,572.34,1,2/4/2019,IN4128786,11/30/2020
IN,4128786,959.94,1,2/18/2019,IN4128786,11/30/2020
IN,4128786,261.12,1,2/11/2019,IN4128786,11/30/2020
IN,4128786,260.28,1,3/4/2019,IN4128786,11/30/2020
IN,4130454,2398.44,2,2/25/2019,IN4130454,3/2/2020
IN,4131726,1199.46,1,3/4/2019,IN4131726,3/4/2019
IN,4138914,1199.22,1,2/11/2019,IN4138914,2/11/2019
IN,4152042,1199.22,1,2/25/2019,IN4152042,11/9/2020
IN,4152042,1199.46,1,3/4/2019,IN4152042,11/9/2020
IN,4156218,1199.22,1,2/18/2019,IN4156218,10/26/2020
IN,4163682,4796.94,4,2/25/2019,IN4163682,7/1/2019
IN,4167174,1199.22,1,2/18/2019,IN4167174,11/30/2020
IN,4167738,1199.22,1,2/18/2019,IN4167738,7/29/2019
IN,4175364,1908,2,2/11/2019,IN4175364,11/30/2020
IN,4175364,954,1,2/25/2019,IN4175364,11/30/2020
IN,4175364,954,1,2/18/2019,IN4175364,11/30/2020
IN,4187556,959.94,1,2/11/2019,IN4187556,10/12/2020
IN,4192680,959.94,1,3/4/2019,IN4192680,11/30/2020
IN,4194600,1199.22,1,2/11/2019,IN4194600,10/5/2020
IN,4194600,1199.22,1,2/25/2019,IN4194600,10/5/2020
IN,4196190,6719.7,7,2/25/2019,IN4196190,3/23/2020
IN,4196580,363.06,1,2/25/2019,IN4196580,11/30/2020
IN,4200996,1199.22,1,2/18/2019,IN4200996,11/9/2020
IN,4211022,1199.22,1,2/25/2019,IN4211022,11/18/2019
IN,4233978,1199.22,1,2/11/2019,IN4233978,11/2/2020
IN,4250634,363.06,1,3/4/2019,IN4250634,3/4/2019
IN,4253496,1199.22,1,2/18/2019,IN4253496,6/15/2020
IN,4253496,3598.44,3,3/4/2019,IN4253496,6/15/2020
IN,4262646,1193.1,1,3/4/2019,IN4262646,1/20/2020
IN,4265994,1199.22,1,2/4/2019,IN4265994,2/4/2019
IN,4275324,363.06,1,3/4/2019,IN4275324,11/2/2020
IN,4275324,572.34,1,2/25/2019,IN4275324,11/2/2020
IN,4281744,1199.22,1,2/25/2019,IN4281744,10/5/2020
IN,4282728,1124.52,2,2/11/2019,IN4282728,10/12/2020
IN,4289238,1193.22,1,2/11/2019,IN4289238,2/11/2019
IN,4290660,959.94,1,2/25/2019,IN4290660,11/30/2020
IN,4290660,1199.22,1,2/11/2019,IN4290660,11/30/2020
IN,4300452,959.94,1,2/25/2019,IN4300452,3/18/2019
IN,4303200,1199.22,1,2/25/2019,IN4303200,9/7/2020
IN,4311150,959.94,1,2/18/2019,IN4311150,6/29/2020
IN,4323468,1717.08,3,2/18/2019,IN4323468,3/9/2020
IN,4323468,959.94,1,2/4/2019,IN4323468,3/9/2020
IN,4323468,562.26,1,2/11/2019,IN4323468,3/9/2020
IN,4323468,1686.78,3,2/18/2019,IN4323468,3/9/2020
IN,4323468,1199.22,1,2/18/2019,IN4323468,3/9/2020
IN,4324212,959.94,1,2/11/2019,IN4324212,3/9/2020
IN,4326906,569.1,1,3/4/2019,IN4326906,12/30/2019
IN,4326906,1192.44,1,2/18/2019,IN4326906,12/30/2019
IN,4326906,1192.44,1,2/25/2019,IN4326906,12/30/2019
IN,4326906,2384.88,2,2/18/2019,IN4326906,12/30/2019
IN,4330404,363.06,1,2/4/2019,IN4330404,3/25/2019
IN,4330404,363.06,1,2/11/2019,IN4330404,3/25/2019
IN,4334394,572.52,1,2/25/2019,IN4334394,2/25/2019
IN,4345494,1903.5,1,2/18/2019,IN4345494,6/8/2020
IN,4345494,2398.44,2,2/11/2019,IN4345494,6/8/2020
IN,4345494,2398.98,2,3/4/2019,IN4345494,6/8/2020
IN,4348368,2398.44,2,2/25/2019,IN4348368,10/7/2019
IN,4348602,2879.88,3,3/4/2019,IN4348602,4/15/2019
IN,4357386,363.06,1,2/18/2019,IN4357386,11/30/2020
IN,4357386,260.28,1,3/4/2019,IN4357386,11/30/2020
IN,4357668,959.94,1,2/11/2019,IN4357668,11/30/2020
IN,4362486,959.94,1,2/18/2019,IN4362486,2/18/2019
IN,4374132,1199.22,1,2/25/2019,IN4374132,11/2/2020
IN,4380276,959.94,1,2/11/2019,IN4380276,9/21/2020
IN,4382052,959.94,1,2/25/2019,IN4382052,8/3/2020
IN,4382052,1919.94,2,3/4/2019,IN4382052,8/3/2020
IN,4382052,1199.22,1,2/4/2019,IN4382052,8/3/2020
IN,4382178,4796.94,4,2/11/2019,IN4382178,11/2/2020
IN,4382178,1199.22,1,2/18/2019,IN4382178,11/2/2020
IN,4395012,3194.4,1,2/25/2019,IN4395012,4/15/2019
IN,4400124,1199.22,1,2/11/2019,IN4400124,10/26/2020
IN,4407978,3565.2,3,2/25/2019,IN4407978,4/13/2020
IN,4407984,7545.66,4,2/11/2019,IN4407984,11/30/2020
IN,4407984,1886.4,1,2/25/2019,IN4407984,11/30/2020
IN,4407984,1886.4,1,3/4/2019,IN4407984,11/30/2020
IN,4407984,567.24,1,2/11/2019,IN4407984,11/30/2020
IN,4407984,1134.42,2,3/4/2019,IN4407984,11/30/2020
IN,4407984,945.42,1,2/25/2019,IN4407984,11/30/2020
IN,4407984,258.78,1,2/25/2019,IN4407984,11/30/2020
IN,4407984,14260.92,12,2/11/2019,IN4407984,11/30/2020
IN,4407984,7130.4,6,2/18/2019,IN4407984,11/30/2020
IN,4407984,4753.74,4,2/25/2019,IN4407984,11/30/2020
IN,4407984,24956.64,21,3/4/2019,IN4407984,11/30/2020
IN,4409670,3194.4,1,2/11/2019,IN4409670,11/23/2020
IN,4410456,1199.46,1,3/4/2019,IN4410456,8/26/2019
IN,4415382,3597.72,3,2/18/2019,IN4415382,3/9/2020
IN,4423590,1199.22,1,2/11/2019,IN4423590,6/22/2020
IN,4427148,92546.22,328,3/4/2019,IN4427148,11/2/2020
IN,4427148,6207.36,22,3/4/2019,IN4427148,11/2/2020
IN,4431756,1199.22,1,2/18/2019,IN4431756,2/18/2019
IN,4442490,1199.22,1,2/25/2019,IN4442490,1/27/2020
IN,4451160,2879.88,3,2/25/2019,IN4451160,9/30/2019
IN,4451940,1903.92,1,3/4/2019,IN4451940,3/4/2019
IN,4454652,5710.56,3,2/18/2019,IN4454652,11/2/2020
IN,4454652,2398.44,2,2/18/2019,IN4454652,11/2/2020
IN,4454652,1199.46,1,3/4/2019,IN4454652,11/2/2020
IN,4455408,1903.92,1,3/4/2019,IN4455408,5/20/2019
IN,4455408,2398.98,2,3/4/2019,IN4455408,5/20/2019
IN,4470882,3839.82,4,2/11/2019,IN4470882,2/11/2019
IN,4474548,572.34,1,2/25/2019,IN4474548,10/26/2020
IN,4475868,1199.22,1,2/11/2019,IN4475868,10/12/2020
IN,4478562,572.34,1,2/18/2019,IN4478562,10/26/2020
IN,4480386,1199.22,1,2/18/2019,IN4480386,11/2/2020
IN,1800480,3578.1,3,4/1/2019,IN1800480,11/16/2020
IN,1800612,1199.46,1,3/11/2019,IN1800612,3/11/2019
IN,1800702,4770.78,4,4/1/2019,IN1800702,11/9/2020
IN,1800702,5963.46,5,3/11/2019,IN1800702,11/9/2020
IN,1800702,1192.68,1,3/18/2019,IN1800702,11/9/2020
IN,1800750,1199.46,1,3/18/2019,IN1800750,7/27/2020
IN,1800750,2398.98,2,3/25/2019,IN1800750,7/27/2020
IN,1800924,1199.46,1,4/1/2019,IN1800924,11/23/2020
IN,1801338,1189.14,1,3/18/2019,IN1801338,11/4/2019
IN,1801338,1189.14,1,3/25/2019,IN1801338,11/4/2019
IN,1801494,1903.92,1,3/25/2019,IN1801494,11/16/2020
IN,1801494,5994,2,3/11/2019,IN1801494,11/16/2020
IN,1801518,7575,4,3/11/2019,IN1801518,11/30/2020
IN,1801986,572.52,1,4/1/2019,IN1801986,4/1/2019
IN,1802436,358.2,1,3/18/2019,IN1802436,11/23/2020
IN,1802436,1130.34,2,3/25/2019,IN1802436,11/23/2020
IN,1802436,2841.42,3,3/11/2019,IN1802436,11/23/2020
IN,1802436,1883.82,2,3/25/2019,IN1802436,11/23/2020
IN,1802436,3767.7,4,4/1/2019,IN1802436,11/23/2020
IN,1802436,-1184.04,-1,4/1/2019,IN1802436,11/23/2020
IN,1802436,15392.52,13,3/11/2019,IN1802436,11/23/2020
IN,1802436,3552.12,3,3/18/2019,IN1802436,11/23/2020
